,commentor,comment
1722,code kicks,"thank you so much sir for organising such events, it really helps a lot"
1723,p n,Hello sir I'm switching in IT industry i join java course as well as i watching with java course video....i have question I'm 2017 passout after completing course can i apply for live project and hackthon please please guide how to apply for job in IT industry please give me answers
1724,Anil kumar,Thanks for your information
1725,Sai Sanjit Dubbaka,What is the problem statement ?
1726,Short Video,C language ke liye online admission kab se start hoga sir g
1727,khaled ata,No its not disease its providing solutions to most complex problems as well
1728,Shivani Yadav,Sirjii
1729,Mali Radheshyam,Sir courses sare hindi me hone chahiye please english me samajh nahi aata hai
1730,Stiphen Robert,How they are coding amidist this crowd
1731,Meme_Engineering,coding is becoming like a disease now
1732,laxmi sarki,It was a great hackathon with lots of hidden opportunities(hiring and networking). I can't wait for the next upcoming hackathon. Thank you so much sir.
1733,styles123,I got enrolled sir....in ur course.....My name is Ankur singer....i think this gonna be the best online course ever and ever will be
1734,Dinesh Kumar,"Amazing feeling Sir, Sir, aapka JAVA SE ka online live course kab tak aayega aapki website par, Jise aap lenge??
Please tell us"
1735,GR NINJA EDITZ,My computer science mentor!
1736,priyanshu singh,Sir when you start Java class
1737,priyanshu singh,Sir please start Java class Frome basic
1738,Deepak Kumar Singh,Yes sir please start java
1739,HRK Tech,Sir how to join community classes
1740,Specific Gyan - Adarsh Mishra,
1741,BM,Sir is age 35 is reasonable to start learning coding??as a hobby
1742,big educations,Good sirg
1743,ARYAN KUMAR,
1744,Devendroid,sir ineuron c++ course ke bad project banane ke liye ready ho jayenge kya
1745,Kochikame videos,Toh kon jitha
1746,Satyendra Singh,Hi guys
1747,#code with mahi👁️‍🗨️,"Sir,you are a great "
1748,Aniket Tripathi,"Which C language course are u exactly talking about sir at 41:00. 
On which platform will it happen ? Paid or free? Will u teach?"
1749,INNOVATIVE FACULTY TRAINING PROGRAMME KOTA,Congratulations Shukla sir
1750,golu,Amazing sir. I want to ask that wether you Participated or they sent you invitation??
1751,LearnEverytime,Amazing  sir
1752,Badsa Rahaman,Package kitna hai?
1753,AabdaA Talks,can u tell what is the question
1754,Govind Kumar,"बहुत ही ओकवार्ड था 9:52 नाम लिया शै** न हाजिर।
बहुत बुरा लगा क्रिश सर का चेहरा उतर गया "
1755,MS444 FF,DSA course lunch karo..in affordable price..
1756,Rav Tech,"Krish Nayak sir ,Plzzz make video in bhojpuri because i belongs to Muzaffarpur Bihar....I am waiting for your response...."
1757,Dhruv 22,"Sir, I have joined this course already and I have also told all of my friends about it. I will support you all the way through this big transition of your platform!"
1758,Prashant Jha,"Sir, you are like a God in the life of every IT student.May God bless you and keep you healthy so that you can work more harder and help the country to grow in technology."
1759,Dinesh Kumar,"Sir, I will always full support to you and I am sure everyone will support you because every students need such teacher like you, this education system needs you. We believe, you can only change this education system. Lots of love Sir. God bless you, live long & good health."
1760,SKILL Guru Lalit Sir,Great sir.....Your efforts are creating milestones for students....I really like your way of teaching....I am also a teacher.....that thing you spoke about TRUST is heart touching truly...Thank you so much
1761,• ʍásterʍind •,"Hello sir , i used to watch your videos for C programming in 2018-2019, from then , today i watch this video... And you are still same , whi honesty... ️"
1762,Ankit Dharsandiya,Really a good start sir. I am a teacher and fill what you said. I wish all your dreams come true. Thank you so much to change this education system.
1763,styles123,"Sir really u r god for us.......no one can do such things in such neglegeable price.....16 projects ,dsa,c++,job assistant ,iot and very impressive thing is lifetime access to the content is literally out of this world  sir we can't thank u sir......u r god of programming sir love u huge respect ️"
1764,College2Company,"Literally sir you are great. You are one of those teacher who thinks about students.
I suggest my subscriber to watch your videos for learning coding and also learn c++."
1765,Mohammad Arsh,"Your content always love it 
Thanks for giving quality in budget i again thank you Sir ️"
1766,mohd fayaz Attari,"Sir first of all i thank you for providing better course to gear up our future
Secondly I have also joined this job ready boot camp course iam really excited to see you live hope u I'll deliver good content
Thanks you very much sir love u"
1767,styles123,Sir u r the greatest and elite teacher on the planet......this is saurabh shukla sir's era ️
1768,Prashant Rajput,"Saurabh sir is great teacher. i used to study through mysirg videos lectures and learnt a lot of things(java,c,c++,java script etc) free of cost and doing a job in a reputed company. i would like to suggest all the students to do not waste too much money in the world of internet. there many low cost or free platform where you can learn a lot of things  if you really want to learn. Thank  you saurabh sir for your awesome and easy to learn content."
1769,Subodh Agrawal,One of the best teacher and mentor I have seen iny life. ️️
1770,mytechsecret,You are my favourite and great teacher 
1771,Er Harishchandra Business Consultant,Really It is a out standing platform for any students . Please students join this session . It will be very helpful for jobs and This is a opportunity for you . Please join this session .
1772,sanjay pal,Thank you sir for this course 
1773,Just Watching.,"sir, I have already completed c, c++ and DSA. so is it really 
beneficial for me to take admission in this course?"
1774,Ram,We appreciate you sir for this effort 
1775,vaibhav acharya,Appreciate your efforts sir
1776,Aman Verma,Sir unbelievable efforts
1777,Sunil Yadav,It's golden opportunity for the students.
1778,Ashish kumar,Sir i m so happy ki aap se class karne ka moka mila h. Main bahot dino se intzar me tha sir main aapke c language ke bahut sara video dekha hu amazing teaching style love u sir
1779,Prashant Rajput,"i want to learn c++ and data structure and , so i have joined this. thank you sir. one thing sir, i will be able to access your course since 2 july right?"
1780,Apeksha Lanjewar,Wow  amazing course..in such a low price
1781,Œ,"Sir, my summer training is going to start and i want to learn from you, is there any course i can join and get certificate (so that i can show to my college) having duration time 1 month? 
Kindly reply"
1782,Sikari The Warrior,You are Amazing already and Inureon also Good 
1783,kalyani dave,I have joined this course . Thank you very much 
1784,Adeeb Alam,Really appreciate this effort sir
1785,Tapajyoti Chakraborty,When will the next Full Stack Developer session happen ?
1786,Asif Iqbal,"Sir, I appreciate your efforts. Looks like the course is effective. Can I get here same content as mysirg? I am beginner that's why asking this."
1787,48. Kharat Tejas,Thank you very much sir
1788,Memon Ayaz,"Sir, me and my two other friends are going to join this bootcamp course, my question is only that this is the six months long course and the content is so much, so are we get the full content of the course and get all the facilities which is mansion in this course??"
1789,saurav pandey,Sir I also appreciate your hard work
1790,Shashank Vashishtha,Proud of you sir.
1791,Ashish Shukla,I.also.joined your precious and awesome course only because of you sir
1792,Arjun Kohli,"Thank you sir for everything shared
 I have joined course. Got Hitest sir free videos. Will be  more better if can get your recorded video hindi. 
I can more connect with your videos sir. 
Thank you sir."
1793,Gaurav kumar,I appreciate you effort sir
1794,Wiseman,"Yes, well said sir"
1795,ANDRO X,Sir Full Support ( love You Sir )
1796,Sikari The Warrior,"Really,Sir that concept is great"
1797,Hemin Shah,SIR YOU ARE THE BEST 
1798,ARIJIT PAUL,Sir I hv joined your course.i have 2.5 years gap..i am planning to do masters from local university and also take online course from ineuron data science..is it good plan?plz guide me sir
1799,PRINCE KAMAL RAJ,These course price right now is like buying an items from Flipkart on big billion days..For beginners they should go for it..
1800,Tushar Paul,Sir you are the best 
1801,Raj Patel,"sir , will you provide IOT kit?"
1802,Rahul गुप्ता,"Great job sir ji .
love you ️"
1803,Shriyash Korade,sirr very nice initiative
1804,Programming Duniyaa,Sir after enrolling how can we able to get information about the starting of class from where we can join the class
1805,Shaurya Priyadarshi,great work sir
1806,ARIJIT PAUL,Can I get a job with 2.5 years gap after masters and doing courses from ineuron platform??
1807,Harshal Sapkale,please try to launch same course with java
1808,Nilanjan Mukherjee,"1.course duration??
2. Live video or recorded classes??
Can I watch it later???

Plsss "
1809,bp,Sir start your django course please 
1810,A.G. Upadhyay,Thankyou Sir
1811,21UCE045 Roshan Raj,What is the last date to apply for bootcamp ?
1812,Vikram,After 6 months can we see recorded video ? How many months of its validity?
1813,Amitabh panda,sir agar sach me apne ethic  per chalto ho... to pls mujhe ak honest suggestion digye..and that is i have no degree certificate and i am just 12 pass  but i have strong knowledge of different technology and i am passionate about it... and i have experience in BPO (call center) and MIS reporting in vodafone .....shall i continue to learn and can grow my career or i just stop it..bcz i have no BTECH DEGREE and which make me so depressed...PLEASE SUGGEST PLEASE HONESTLY.....MY AGE IS 38
1814,College2Company,Sir aap full stack web development ka course start kijiye we are waiting for this course on ineuron.
1815,WVS,Sir courses me acccess lifetime ke liye hoga??
1816,Suraj Rathod,Sir Jo Bhi Students Sirf Ek Hi Baar Aap Se Padh Le To Bahut Confidant Feel Karne Lagte Hai
1817,Satu Samanta,is this course suitable for those who  are try to switch there technology.
1818,ACOUSTIC JAADU,"@mySirg  Sir Course me IOT wale section ke liye Ardunio kit lena hogi kya, mene course le liya he"
1819,111_ Guddu Kumar,Please sir give link for filling form
1820,Jitendra Kumar Yadav,Best course
1821,Radhika Kataria,"Sir nimcet ke exam ke bad ,i want to join this course...coz study me kafi gap ho gya hai...so i want to know..deadline kya hai is course ko join krne ki...as nimcet exam is on 20 june"
1822,guru shahib,One of the best course hoga sirg
1823,nirbhay pandey,"Sir,  full stack ka course kab aayega"
1824,Nasim rock,Sir  what is the deadline date for this course and whether it is benificial for the first year student.Aur kahan pr class hogi
1825,Kajal Choudhary,Should I join as I already joined MNC before 2 weeks!!
1826,Prashant Rajput,Hello Sir is it in online mode na
1827,Study Port,Sir please provide java also
1828,nish 07,Sir DSA boot camp with Java laiye please
1829,Akshat Sharma,Sir I have joined this cource but I have one dout you study algorithm in it because it is not mension in syllabus.
1830,Sagar Kumar,sir maine miss kar di sir affiliate wala beacuse maine 4 students ko join karaya ye course sir  achha laga isliye sir join kara ya
1831,Bhola Das,Sir now we also join your course
1832,neetu singh,Aaj maine batch purchase ki and maine ek coupon code apply ki jisse mera course price 3000 lagi
1833,solar system,Sir abhi toh C sikh raha hu Next batch join krunga inshallah 
1834,Krishna kant Gupta,Sir aap mere bhagwaan ho mujhe bas itna pta hai. Agar aaj me btech kar pa rha yoh bus aapke bjaha se thanks sir thanku so much. Jindegi me ek baar bus ek baar aapse jarur-jarur milunga.
1835,Mk B,Me apko support kruga or sir m BA bed hu or IT me aana h sikhna h bhale mujhe Bengaluru me off-line batch attend krna pade
1836,manish kumar`,Kya sirf dsa ka course milega Kya
1837,Rohit Yadav Mudra,SIR इस Course में Data structures किस programming Language में करवाया जायेगा ...Using C Language या फिर Using C++     !!
1838,Ashish Kumar,"There is some issue to pay via Paypal . 
Could you please look into this . I have also mailed you with screenshot."
